From	Entry	Entry Name
ENSP00000327975	A6NNS2	DRS7C_HUMAN
ENSP00000386881	O75923	DYSF_HUMAN
ENSP00000449253	Q96PR1	KCNC2_HUMAN
ENSP00000302548	P09016	HXD4_HUMAN
ENSP00000381003	Q96AY4	TTC28_HUMAN
ENSP00000242261	Q15672	TWST1_HUMAN
ENSP00000305613	O14810	CPLX1_HUMAN
ENSP00000355760	Q5SW24	DACT2_HUMAN
ENSP00000339250	Q6W0C5	DPPA3_HUMAN
ENSP00000268679	O75081	MTG16_HUMAN
ENSP00000362549	Q9HAW9	UD18_HUMAN
ENSP00000364490	P30038	AL4A1_HUMAN
ENSP00000370395	Q96EQ0	SGTB_HUMAN
ENSP00000272895	Q86UK0	ABCAC_HUMAN
ENSP00000438468	Q5VTY9	HHAT_HUMAN
ENSP00000367972	P47928	ID4_HUMAN
ENSP00000287538	O60481	ZIC3_HUMAN
ENSP00000377384	Q9P2W1	HOP2_HUMAN
ENSP00000450482	P30411	BKRB2_HUMAN
ENSP00000362386	Q8NEE8	TTC16_HUMAN
ENSP00000272520	Q7Z5L3	C1QL2_HUMAN
ENSP00000357255	P02818	OSTCN_HUMAN
ENSP00000290552	P78412	IRX6_HUMAN
ENSP00000253407	O75973	C1QRF_HUMAN
ENSP00000360869	P09914	IFIT1_HUMAN
ENSP00000319851	Q8NE62	CHDH_HUMAN
ENSP00000450962	Q04743	EMX2_HUMAN
ENSP00000322300	Q8N394	TMTC2_HUMAN
ENSP00000402257	A0A0A0MSU1	A0A0A0MSU1_HUMAN
ENSP00000451419	Q92813	IOD2_HUMAN
ENSP00000435712	P43694	GATA4_HUMAN
ENSP00000355330	P21980	TGM2_HUMAN
ENSP00000397900	Q9BYG7	MSTRO_HUMAN
ENSP00000242839	P35670	ATP7B_HUMAN
ENSP00000251864	Q9BXT4	TDRD1_HUMAN
ENSP00000290354	O75828	CBR3_HUMAN
ENSP00000337450	P24462	CP3A7_HUMAN
ENSP00000271651	P43235	CATK_HUMAN
ENSP00000376458	Q4KMG0	CDON_HUMAN
ENSP00000366354	Q9GZK7	O11A1_HUMAN
ENSP00000222718	O43364	HXA2_HUMAN
ENSP00000356404	O43825	B3GT2_HUMAN
ENSP00000305675	O95810	CAVN2_HUMAN
ENSP00000266085	P35625	TIMP3_HUMAN
ENSP00000311697	P12034	FGF5_HUMAN
ENSP00000242480	P11161	EGR2_HUMAN
ENSP00000440689	P05181	CP2E1_HUMAN
ENSP00000379430	Q330K2	NDUF6_HUMAN
ENSP00000385592	A1L1A6	IGS23_HUMAN
ENSP00000482639	Q99735	MGST2_HUMAN
ENSP00000254958	P78504	JAG1_HUMAN
ENSP00000262653	O43439	MTG8R_HUMAN
ENSP00000225235	O60347	TBC12_HUMAN
ENSP00000231706	Q8TBB6	S7A14_HUMAN
ENSP00000387739	Q8IY63	AMOL1_HUMAN
ENSP00000332296	P10826	RARB_HUMAN
ENSP00000421801	D6RAR4	D6RAR4_HUMAN
ENSP00000320949	A5YKK6	CNOT1_HUMAN
ENSP00000240361	Q8IWB6	TEX14_HUMAN
ENSP00000352900	P48443	RXRG_HUMAN
ENSP00000378405	O14874	BCKD_HUMAN
ENSP00000333640	O00167	EYA2_HUMAN
ENSP00000330218	O00570	SOX1_HUMAN
ENSP00000381231	P35520	CBS_HUMAN
ENSP00000270593	Q9BZG2	PPAT_HUMAN
ENSP00000241416	P27037	AVR2A_HUMAN
ENSP00000268533	P0C024	NUDT7_HUMAN
ENSP00000322568	P35716	SOX11_HUMAN
ENSP00000256319	Q9UKR5	ERG28_HUMAN
ENSP00000261883	O75339	CILP1_HUMAN
ENSP00000408002	Q86Y07	VRK2_HUMAN
ENSP00000255688	Q9UL19	PLAT4_HUMAN
ENSP00000379140	P48061	SDF1_HUMAN
ENSP00000303830	P06213	INSR_HUMAN
ENSP00000261503	Q5M775	CYTSB_HUMAN
ENSP00000321797	P55075	FGF8_HUMAN
ENSP00000324842	Q86V21	AACS_HUMAN
ENSP00000242592	P16219	ACADS_HUMAN
ENSP00000211287	O15264	MK13_HUMAN
ENSP00000290015	O14905	WNT9B_HUMAN
ENSP00000234392	Q9UIW0	VAX2_HUMAN
ENSP00000318867	Q9UNU6	CP8B1_HUMAN
ENSP00000335261	Q9NVH6	TMLH_HUMAN
ENSP00000450353	F8VP50	F8VP50_HUMAN
ENSP00000222982	P20815	CP3A5_HUMAN
ENSP00000314792	Q8N9W6	BOLL_HUMAN
ENSP00000317721	Q9P0Z9	SOX_HUMAN
ENSP00000343656	A8MQ07	A8MQ07_HUMAN
ENSP00000360502	P51160	PDE6C_HUMAN
ENSP00000225688	Q9Y272	RASD1_HUMAN
ENSP00000458762	Q9HBL8	NMRL1_HUMAN
ENSP00000235628	Q9BXI3	5NT1A_HUMAN
ENSP00000219368	Q7L5A8	FA2H_HUMAN
ENSP00000296591	O43854	EDIL3_HUMAN
ENSP00000333275	P13056	NR2C1_HUMAN
ENSP00000292035	Q6P2C8	MED27_HUMAN
ENSP00000216024	Q14565	DMC1_HUMAN
ENSP00000459451	Q08AH3	ACS2A_HUMAN
ENSP00000265433	O60934	NBN_HUMAN
ENSP00000331462	Q6ZNC4	ZN704_HUMAN
ENSP00000254624	Q14156	EFR3A_HUMAN
ENSP00000265441	P09544	WNT2_HUMAN
ENSP00000293894	P57073	SOX8_HUMAN
ENSP00000229633	Q9NQE9	HINT3_HUMAN
ENSP00000216127	Q96D21	RHES_HUMAN
ENSP00000419970	P16435	NCPR_HUMAN
ENSP00000258873	Q96GR2	ACBG1_HUMAN
ENSP00000384588	Q9HBI6	CP4FB_HUMAN
ENSP00000064571	Q9NTU7	CBLN4_HUMAN
ENSP00000381206	O75452	RDH16_HUMAN
ENSP00000373450	Q07617	SPAG1_HUMAN
ENSP00000424838	Q9NQI0	DDX4_HUMAN
ENSP00000272371	Q9HC10	OTOF_HUMAN
ENSP00000338272	Q9Y5J3	HEY1_HUMAN
ENSP00000263026	O00418	EF2K_HUMAN
ENSP00000357873	P45954	ACDSB_HUMAN
ENSP00000443827	Q8TDD2	SP7_HUMAN
ENSP00000363868	O95477	ABCA1_HUMAN
ENSP00000262041	P50222	MEOX2_HUMAN
ENSP00000358207	Q5SQQ9	VAX1_HUMAN
ENSP00000299529	P29762	RABP1_HUMAN
ENSP00000349790	P20849	CO9A1_HUMAN
ENSP00000347730	O15090	ZN536_HUMAN
ENSP00000379644	P35712	SOX6_HUMAN
ENSP00000283871	Q93099	HGD_HUMAN
ENSP00000482704	Q6UWP2	DHR11_HUMAN
ENSP00000311005	Q13164	MK07_HUMAN
ENSP00000351035	Q8NBQ5	DHB11_HUMAN
ENSP00000350036	Q8NDV3	SMC1B_HUMAN
ENSP00000328423	Q7Z4M0	RE114_HUMAN
ENSP00000498671	W0Z7M9	W0Z7M9_HUMAN
ENSP00000322706	Q01581	HMCS1_HUMAN
ENSP00000482264	O75907	DGAT1_HUMAN
ENSP00000410294	P21802	FGFR2_HUMAN
ENSP00000271971	O14815	CAN9_HUMAN
ENSP00000355180	P12109	CO6A1_HUMAN
ENSP00000219197	P23435	CBLN1_HUMAN
ENSP00000258168	Q9HAY6	BCDO1_HUMAN
ENSP00000409007	P39905	GDNF_HUMAN
ENSP00000404438	Q5JUK2	SOLH1_HUMAN
ENSP00000465589	Q5FVE4	ACBG2_HUMAN
ENSP00000371483	O95436	NPT2B_HUMAN
ENSP00000430846	Q92953	KCNB2_HUMAN
ENSP00000484343	A0A087X1N8	A0A087X1N8_HUMAN
ENSP00000222725	Q8NES3	LFNG_HUMAN
ENSP00000333685	Q15759	MK11_HUMAN
ENSP00000434343	Q6IPT4	NB5R5_HUMAN
ENSP00000274242	P61927	RL37_HUMAN
ENSP00000295082	Q9H3M0	KCNF1_HUMAN
ENSP00000406674	Q96PD6	MOGT1_HUMAN
ENSP00000368066	Q9UJM8	HAOX1_HUMAN
ENSP00000473990	P43353	AL3B1_HUMAN
ENSP00000290349	P16152	CBR1_HUMAN
ENSP00000299440	P15918	RAG1_HUMAN
ENSP00000384434	B5MCP8	B5MCP8_HUMAN
ENSP00000303525	Q8N4T8	CBR4_HUMAN
ENSP00000301180	Q9P265	DIP2B_HUMAN
ENSP00000362799	Q96QF7	GCNA_HUMAN
ENSP00000346065	O60522	TDRD6_HUMAN
ENSP00000296522	P15428	PGDH_HUMAN
ENSP00000355377	O95154	ARK73_HUMAN
ENSP00000257290	P16234	PGFRA_HUMAN
ENSP00000265340	P78337	PITX1_HUMAN
ENSP00000428994	P42261	GRIA1_HUMAN
ENSP00000363345	Q9BY10	S46A2_HUMAN
ENSP00000228510	Q03426	KIME_HUMAN
ENSP00000319591	Q9UK17	KCND3_HUMAN
ENSP00000498260	Q9UKU0	ACSL6_HUMAN
ENSP00000368370	P19544	WT1_HUMAN
ENSP00000362863	Q6NUK4	REEP3_HUMAN
ENSP00000245451	P12644	BMP4_HUMAN
ENSP00000495986	P57082	TBX4_HUMAN
ENSP00000265395	P31937	3HIDH_HUMAN
ENSP00000304331	Q9H4S2	GSX1_HUMAN
ENSP00000294638	Q68G74	LHX8_HUMAN
ENSP00000301455	Q9BY76	ANGL4_HUMAN
ENSP00000354960	Q8IYK4	GT252_HUMAN
ENSP00000321026	Q8IV03	LUR1L_HUMAN
ENSP00000420269	P40394	ADH7_HUMAN
ENSP00000452763	H0YKD8	H0YKD8_HUMAN
ENSP00000352584	O60218	AK1BA_HUMAN
ENSP00000338533	Q6PID6	TTC33_HUMAN
ENSP00000288135	P10721	KIT_HUMAN
ENSP00000300433	Q6UXU6	TMM92_HUMAN
ENSP00000327048	O75444	MAF_HUMAN
ENSP00000301039	Q8NCQ7	PRCA1_HUMAN
ENSP00000356919	P18850	ATF6A_HUMAN
ENSP00000264051	Q8N5V2	NGEF_HUMAN
ENSP00000370473	P17936	IBP3_HUMAN
ENSP00000355896	P61812	TGFB2_HUMAN
ENSP00000358786	Q16322	KCA10_HUMAN
ENSP00000360317	P10632	CP2C8_HUMAN
ENSP00000333097	Q6QHK4	FIGLA_HUMAN
ENSP00000334642	Q8NEN9	PDZD8_HUMAN
ENSP00000290765	P0CG30	GSTT2_HUMAN
ENSP00000345793	Q9UGR2	Z3H7B_HUMAN
ENSP00000272134	O75610	LFTY1_HUMAN
ENSP00000209668	P07327	ADH1A_HUMAN
ENSP00000205214	Q4L235	ACSF4_HUMAN
ENSP00000318057	Q06889	EGR3_HUMAN
ENSP00000221700	P78329	CP4F2_HUMAN
ENSP00000354468	A0A8J8YWN6	A0A8J8YWN6_HUMAN
ENSP00000366178	Q9H4G1	CST9L_HUMAN
ENSP00000277010	Q99720	SGMR1_HUMAN
ENSP00000322460	Q8IWT1	SCN4B_HUMAN
ENSP00000239165	P09629	HXB7_HUMAN
ENSP00000466845	Q92947	GCDH_HUMAN
ENSP00000434614	P30260	CDC27_HUMAN
ENSP00000265969	P48547	KCNC1_HUMAN
ENSP00000332679	Q16696	CP2AD_HUMAN
ENSP00000308032	Q96SQ9	CP2S1_HUMAN
ENSP00000274192	P18405	S5A1_HUMAN
ENSP00000333836	Q5HY92	FIGN_HUMAN
ENSP00000200691	P25713	MT3_HUMAN
ENSP00000344674	Q13268	DHRS2_HUMAN
ENSP00000240285	Q8IZV5	RDH10_HUMAN
ENSP00000356723	P31512	FMO4_HUMAN
ENSP00000463574	Q9NPH0	PPA6_HUMAN
ENSP00000220764	Q16698	DECR_HUMAN
ENSP00000340361	Q13705	AVR2B_HUMAN
ENSP00000387654	Q9UHG3	PCYOX_HUMAN
ENSP00000457733	Q6NUK1	SCMC1_HUMAN
ENSP00000297785	P00352	AL1A1_HUMAN
ENSP00000299237	Q9P2F9	ZN319_HUMAN
ENSP00000301956	Q08AH1	ACSM1_HUMAN
ENSP00000360425	Q14206	RCAN2_HUMAN
ENSP00000417038	O75167	PHAR2_HUMAN
ENSP00000388510	P13631	RARG_HUMAN
ENSP00000493273	A0A286YF18	SMI44_HUMAN
ENSP00000224356	O43174	CP26A_HUMAN
ENSP00000350314	Q9BYV7	BCDO2_HUMAN
ENSP00000442046	Q8IUR5	TMTC1_HUMAN
ENSP00000318032	Q8N4K4	RPRML_HUMAN
ENSP00000434241	Q14003	KCNC3_HUMAN
ENSP00000371686	Q9Y5R5	DMRT2_HUMAN
ENSP00000405032	Q2KHT4	GSG1_HUMAN
ENSP00000359567	P41225	SOX3_HUMAN
ENSP00000304133	P13521	SCG2_HUMAN
ENSP00000344479	P43354	NR4A2_HUMAN
ENSP00000498424	Q6V0L0	CP26C_HUMAN
ENSP00000210633	Q9NTN9	SEM4G_HUMAN
ENSP00000435954	Q6PIU1	KCNV1_HUMAN
ENSP00000498711	K7ELF7	K7ELF7_HUMAN
ENSP00000263182	O75936	BODG_HUMAN
ENSP00000301645	P22680	CP7A1_HUMAN
ENSP00000254090	P49326	FMO5_HUMAN
ENSP00000275016	Q9NYL5	CP39A_HUMAN
ENSP00000256759	P19883	FST_HUMAN
ENSP00000363398	Q92935	EXTL1_HUMAN
ENSP00000316924	Q9NUB1	ACS2L_HUMAN
ENSP00000261733	P05091	ALDH2_HUMAN
ENSP00000494896	Q96PL2	TECTB_HUMAN
ENSP00000480291	P35680	HNF1B_HUMAN
ENSP00000449535	Q9H6R3	ACSS3_HUMAN
ENSP00000232892	P22760	AAAD_HUMAN
ENSP00000354888	Q4G0S7	CC152_HUMAN
ENSP00000341280	Q92833	JARD2_HUMAN
ENSP00000302625	Q9Y2T1	AXIN2_HUMAN
ENSP00000252595	Q6PCB7	S27A1_HUMAN
ENSP00000340935	Q13316	DMP1_HUMAN
ENSP00000225929	A0A0A0MQS7	A0A0A0MQS7_HUMAN
ENSP00000416606	P01225	FSHB_HUMAN
ENSP00000325146	Q99715	COCA1_HUMAN
ENSP00000257566	O15119	TBX3_HUMAN
ENSP00000362513	P35504	UD15_HUMAN
ENSP00000480004	P07099	HYEP_HUMAN
ENSP00000304845	P22309	UD11_HUMAN
ENSP00000389356	Q96EH5	RL39L_HUMAN
ENSP00000320401	O75795	UDB17_HUMAN
ENSP00000257215	Q9Y4D2	DGLA_HUMAN
ENSP00000440847	O15231	ZN185_HUMAN
ENSP00000354109	Q8NE09	RGS22_HUMAN
ENSP00000297316	Q9H6I2	SOX17_HUMAN
ENSP00000357219	A2A3L6	TTC24_HUMAN
ENSP00000418096	Q9Y2W3	S45A1_HUMAN
ENSP00000400894	P01210	PENK_HUMAN
ENSP00000495507	Q9H5Y7	SLIK6_HUMAN
ENSP00000314480	A6NJT0	UNC4_HUMAN
ENSP00000476384	Q7RTU7	SCX_HUMAN
ENSP00000498116	P56178	DLX5_HUMAN
ENSP00000348380	Q6UW02	CP20A_HUMAN
ENSP00000311492	Q2M1V0	ISX_HUMAN
ENSP00000421926	Q96RL1	UIMC1_HUMAN
ENSP00000482581	Q8WVJ9	TWST2_HUMAN
ENSP00000264498	P09038	FGF2_HUMAN
ENSP00000264498	A0A0A0MQV6	A0A0A0MQV6_HUMAN
ENSP00000334128	Q4G0S4	C27C1_HUMAN
ENSP00000370115	P30740	ILEU_HUMAN
ENSP00000320648	A6NE52	WDR97_HUMAN
ENSP00000497274	Q92887	MRP2_HUMAN
ENSP00000328928	P17483	HXB4_HUMAN
ENSP00000361929	Q5T4B2	GT253_HUMAN
ENSP00000275300	O75751	S22A3_HUMAN
ENSP00000231572	P54136	SYRC_HUMAN
ENSP00000229583	Q96IZ2	ADTRP_HUMAN
ENSP00000263368	P30043	BLVRB_HUMAN
ENSP00000461947	Q15762	CD226_HUMAN
ENSP00000426296	A6NKN8	PC4L1_HUMAN
ENSP00000265052	A0A0C4DFN3	A0A0C4DFN3_HUMAN
ENSP00000350102	Q9NXH8	TOR4A_HUMAN
ENSP00000305924	Q6NUP7	PP4R4_HUMAN
ENSP00000478396	Q6NXR4	TTI2_HUMAN
ENSP00000376465	Q14435	GALT3_HUMAN
ENSP00000268125	P12271	RLBP1_HUMAN
ENSP00000387123	P49419	AL7A1_HUMAN
ENSP00000411821	P30838	AL3A1_HUMAN
ENSP00000318085	Q9BQA5	HINFP_HUMAN
ENSP00000331608	P78415	IRX3_HUMAN
ENSP00000261514	P51790	CLCN3_HUMAN
ENSP00000296412	P11766	ADHX_HUMAN
ENSP00000368079	Q6ZWL3	CP4V2_HUMAN
ENSP00000416515	A0A0A0MT64	A0A0A0MT64_HUMAN
ENSP00000295802	Q6NUM9	RETST_HUMAN
ENSP00000331040	Q13516	OLIG2_HUMAN
ENSP00000233331	Q9C086	IN80B_HUMAN
ENSP00000273859	Q9P241	AT10D_HUMAN
ENSP00000295228	P09529	INHBB_HUMAN
ENSP00000296452	Q9UPA5	BSN_HUMAN
ENSP00000457230	Q9NZC7	WWOX_HUMAN
ENSP00000267843	P21781	FGF7_HUMAN
ENSP00000348385	Q8IZC6	CORA1_HUMAN
ENSP00000322238	Q9NWQ9	CN119_HUMAN
ENSP00000420927	Q15119	PDK2_HUMAN
ENSP00000403042	Q8N3S3	PHTF2_HUMAN
ENSP00000419652	J3KR69	J3KR69_HUMAN
ENSP00000364524	P23759	PAX7_HUMAN
ENSP00000272369	O00470	MEIS1_HUMAN
ENSP00000355996	P27469	G0S2_HUMAN
ENSP00000344967	A0A0C4DFS6	A0A0C4DFS6_HUMAN
ENSP00000222726	P20719	HXA5_HUMAN
ENSP00000366927	P30837	AL1B1_HUMAN
ENSP00000359245	P78363	ABCA4_HUMAN
ENSP00000370718	O95671	ASML_HUMAN
ENSP00000258415	Q02318	CP27A_HUMAN
ENSP00000402584	Q8NFP4	MDGA1_HUMAN
ENSP00000481728	Q9H172	ABCG4_HUMAN
ENSP00000480439	O75911	DHRS3_HUMAN
ENSP00000360372	P33261	CP2CJ_HUMAN
ENSP00000358718	Q5T655	CFA58_HUMAN
ENSP00000370648	Q9HBH5	RDH14_HUMAN
ENSP00000392066	Q14689	DIP2A_HUMAN
ENSP00000319651	Q5VZB9	DMRTA_HUMAN
ENSP00000336817	Q86TE4	LUZP2_HUMAN
ENSP00000249504	P31277	HXD11_HUMAN
ENSP00000168712	P08620	FGF4_HUMAN
ENSP00000219481	Q9NUI1	DECR2_HUMAN
ENSP00000242462	Q9Y4Z2	NGN3_HUMAN
ENSP00000263187	O15457	MSH4_HUMAN
ENSP00000325526	O96014	WNT11_HUMAN
ENSP00000282928	Q15915	ZIC1_HUMAN
ENSP00000361107	P36894	BMR1A_HUMAN
ENSP00000459533	Q99732	LITAF_HUMAN
ENSP00000360493	Q13950	RUNX2_HUMAN
ENSP00000250863	Q92904	DAZL_HUMAN
ENSP00000384484	A0A0A0MSC1	A0A0A0MSC1_HUMAN
ENSP00000379904	P10828	THB_HUMAN
ENSP00000360797	Q9H257	CARD9_HUMAN
ENSP00000348775	O15254	ACOX3_HUMAN
ENSP00000266560	P82980	RET5_HUMAN
ENSP00000473036	Q9ULN7	PNM8B_HUMAN
ENSP00000367462	Q9NV23	SAST_HUMAN
ENSP00000261845	Q16659	MK06_HUMAN
ENSP00000354910	O14511	NRG2_HUMAN
ENSP00000363314	Q9H9Z2	LN28A_HUMAN
ENSP00000333534	P24903	CP2F1_HUMAN
ENSP00000409964	Q9P2B7	CFA97_HUMAN
ENSP00000348429	Q9ULC5	ACSL5_HUMAN
ENSP00000384115	Q5TIA1	MEI1_HUMAN
ENSP00000379204	P18075	BMP7_HUMAN
ENSP00000261507	Q15800	MSMO1_HUMAN
ENSP00000362717	P50458	LHX2_HUMAN
ENSP00000494686	Q15475	SIX1_HUMAN
ENSP00000303482	Q9H6H4	REEP4_HUMAN
ENSP00000356857	O43680	TCF21_HUMAN
ENSP00000359392	Q587J8	KHDC3_HUMAN
ENSP00000360687	P41222	PTGDS_HUMAN
ENSP00000296145	P13385	TDGF1_HUMAN
ENSP00000215659	P53778	MK12_HUMAN
ENSP00000490935	P09913	IFIT2_HUMAN
ENSP00000362160	Q6KCM7	SCMC2_HUMAN
ENSP00000268261	O15305	PMM2_HUMAN
ENSP00000497112	P31271	HXA13_HUMAN
ENSP00000380872	Q96DM1	PGBD4_HUMAN
ENSP00000289416	Q53FZ2	ACSM3_HUMAN
ENSP00000260113	O43692	PI15_HUMAN
ENSP00000420168	P09210	GSTA2_HUMAN
ENSP00000334592	Q6VVX0	CP2R1_HUMAN
ENSP00000358695	Q7L1T6	NB5R4_HUMAN
ENSP00000333946	Q9Y2Z9	COQ6_HUMAN
ENSP00000362540	Q96A70	AZIN2_HUMAN
ENSP00000334276	Q9BY64	UDB28_HUMAN
ENSP00000222382	Q9HB55	CP343_HUMAN
ENSP00000380401	Q8IWF2	FXRD2_HUMAN
ENSP00000356331	O00482	NR5A2_HUMAN
ENSP00000330488	Q8TB03	CX038_HUMAN
ENSP00000006015	P31270	HXA11_HUMAN
ENSP00000464145	P55107	GDF10_HUMAN
ENSP00000356037	P04003	C4BPA_HUMAN
ENSP00000420849	Q8IY84	NIM1_HUMAN
ENSP00000345728	Q04656	ATP7A_HUMAN
ENSP00000369889	P02458	CO2A1_HUMAN
ENSP00000377311	Q6P4F2	FDX2_HUMAN
ENSP00000272164	O14904	WNT9A_HUMAN
ENSP00000380027	Q96LJ7	DHRS1_HUMAN
ENSP00000356729	P31513	FMO3_HUMAN
ENSP00000346693	Q9NXB9	ELOV2_HUMAN
ENSP00000345826	Q969W9	PMEPA_HUMAN
ENSP00000447149	Q96RI1	NR1H4_HUMAN
ENSP00000279263	O76062	ERG24_HUMAN
ENSP00000442397	Q8N130	NPT2C_HUMAN
ENSP00000356807	O75663	TIPRL_HUMAN
ENSP00000328364	Q8NHW3	MAFA_HUMAN
ENSP00000310431	Q9HAT1	LMA1L_HUMAN
ENSP00000430128	Q86SE5	RALYL_HUMAN
ENSP00000228476	P14920	OXDA_HUMAN
ENSP00000246532	Q9H665	IGFR1_HUMAN
ENSP00000342007	P05177	CP1A2_HUMAN
ENSP00000358896	Q9HBK9	AS3MT_HUMAN
ENSP00000270172	Q9UJW3	DNM3L_HUMAN
ENSP00000278853	P60852	ZP1_HUMAN
ENSP00000497483	O43323	DHH_HUMAN
ENSP00000413156	E7ES60	E7ES60_HUMAN
ENSP00000474182	Q6ZMV7	LEKR1_HUMAN
ENSP00000323511	Q96T60	PNKP_HUMAN
ENSP00000402674	C9JSJ3	MEIOS_HUMAN
ENSP00000230658	P61371	ISL1_HUMAN
ENSP00000305221	P06133	UD2B4_HUMAN
ENSP00000225964	P02452	CO1A1_HUMAN
ENSP00000413150	A1L170	CA226_HUMAN
ENSP00000295886	P78426	NKX61_HUMAN
ENSP00000361998	Q5H9L4	TAF7L_HUMAN
ENSP00000498268	Q8WVC6	DCAKD_HUMAN
ENSP00000387683	O75310	UDB11_HUMAN
ENSP00000325785	Q69YQ0	CYTSA_HUMAN
ENSP00000229795	Q16539	MK14_HUMAN
ENSP00000264637	P10827	THA_HUMAN
ENSP00000281821	P54764	EPHA4_HUMAN
ENSP00000325822	P19099	C11B2_HUMAN
ENSP00000368727	P47989	XDH_HUMAN
ENSP00000460971	Q05996	ZP2_HUMAN
ENSP00000259915	Q01860	PO5F1_HUMAN
ENSP00000282249	P33402	GCYA2_HUMAN
ENSP00000371802	Q9NR90	DAZ3_HUMAN
ENSP00000297477	Q6ZMB5	T184A_HUMAN
ENSP00000293805	Q8N143	BCL6B_HUMAN
ENSP00000461388	Q8WZ82	OVCA2_HUMAN
ENSP00000239151	P09067	HXB5_HUMAN
ENSP00000264664	O15520	FGF10_HUMAN
ENSP00000494576	Q8NEW7	TMIE_HUMAN
ENSP00000216862	Q07973	CP24A_HUMAN
ENSP00000360968	Q8N118	CP4X1_HUMAN
ENSP00000497069	P08069	IGF1R_HUMAN
ENSP00000492363	Q7Z3G6	PRIC2_HUMAN
ENSP00000296777	Q16568	CART_HUMAN
ENSP00000307697	Q99424	ACOX2_HUMAN
ENSP00000401477	C9JQI7	TM232_HUMAN
ENSP00000221307	Q08477	CP4F3_HUMAN
ENSP00000356432	Q76B58	BRNP3_HUMAN
ENSP00000399324	O43320	FGF16_HUMAN
ENSP00000440100	F5GY88	F5GY88_HUMAN
ENSP00000297142	Q96NK8	NDF6_HUMAN
ENSP00000296424	Q9BUT1	DHRS6_HUMAN
ENSP00000245479	P48436	SOX9_HUMAN
ENSP00000370748	Q13907	IDI1_HUMAN
ENSP00000333212	Q7Z449	CP2U1_HUMAN
ENSP00000367309	P27338	AOFB_HUMAN
ENSP00000217420	Q9H598	VIAAT_HUMAN
ENSP00000480791	P05230	FGF1_HUMAN
ENSP00000448220	P19013	K2C4_HUMAN
ENSP00000244289	Q05469	LIPS_HUMAN
ENSP00000341170	P21246	PTN_HUMAN
ENSP00000246186	Q9Y5R2	MMP24_HUMAN
ENSP00000403067	Q7Z6J6	FRMD5_HUMAN
ENSP00000384179	Q8WW38	FOG2_HUMAN
ENSP00000310149	Q8TAV3	CP2W1_HUMAN
ENSP00000438689	P49748	ACADV_HUMAN
ENSP00000331470	Q6ZNG2	DBX2_HUMAN
ENSP00000228606	O15528	CP27B_HUMAN
ENSP00000356357	Q9NQ69	LHX9_HUMAN
ENSP00000241052	P04040	CATA_HUMAN
ENSP00000407761	Q9NUZ1	ACOXL_HUMAN
ENSP00000430269	P34913	HYES_HUMAN
ENSP00000498864	Q15120	PDK3_HUMAN
ENSP00000280886	Q9Y2E4	DIP2C_HUMAN
ENSP00000237696	P49788	TIG1_HUMAN
ENSP00000492766	A0A1W2PRP0	FOXL3_HUMAN
ENSP00000338157	Q05516	ZBT16_HUMAN
ENSP00000498939	P08684	CP3A4_HUMAN
ENSP00000497423	P78383	S35B1_HUMAN
ENSP00000415786	P07093	GDN_HUMAN
ENSP00000266674	O75473	LGR5_HUMAN
ENSP00000320604	Q96IV6	FXDC2_HUMAN
ENSP00000354691	Q96RD9	FCRL5_HUMAN
ENSP00000496150	P10635	CP2D6_HUMAN
ENSP00000251566	Q6UWM9	UD2A3_HUMAN
ENSP00000311165	P29972	AQP1_HUMAN
ENSP00000223215	Q5EB52	MEST_HUMAN
ENSP00000453793	O14770	MEIS2_HUMAN
ENSP00000362508	P22310	UD14_HUMAN
ENSP00000378488	P04798	CP1A1_HUMAN
ENSP00000384708	P23945	FSHR_HUMAN
ENSP00000363832	Q06278	AOXA_HUMAN
ENSP00000355013	Q6PD62	CTR9_HUMAN
ENSP00000500443	A0A5F9ZHM0	A0A5F9ZHM0_HUMAN
ENSP00000350012	O95573	ACSL3_HUMAN
ENSP00000387303	Q8NDG6	TDRD9_HUMAN
ENSP00000359319	Q02962	PAX2_HUMAN
ENSP00000369017	P51460	INSL3_HUMAN
ENSP00000370023	P40939	ECHA_HUMAN
ENSP00000345774	P51648	AL3A2_HUMAN
ENSP00000302251	P52951	GBX2_HUMAN
ENSP00000378887	Q6IAN0	PEXRP_HUMAN
ENSP00000431010	G3V145	G3V145_HUMAN
ENSP00000384537	Q02952	AKA12_HUMAN
ENSP00000266077	Q9NR83	S2A4R_HUMAN
ENSP00000311648	Q16880	CGT_HUMAN
ENSP00000331791	O43435	TBX1_HUMAN
ENSP00000293350	Q8IZ83	A16A1_HUMAN
ENSP00000228938	P08493	MGP_HUMAN
ENSP00000338258	Q9H3Q1	BORG4_HUMAN
ENSP00000322716	Q49A26	GLYR1_HUMAN
ENSP00000379258	P10071	GLI3_HUMAN
ENSP00000326219	Q9BTZ2	DHRS4_HUMAN
ENSP00000265165	Q9UJU2	LEF1_HUMAN
ENSP00000341045	P54855	UDB15_HUMAN
ENSP00000385477	D3DX19	D3DX19_HUMAN
ENSP00000378650	O95947	TBX6_HUMAN
ENSP00000304930	Q6X4U4	SOSD1_HUMAN
ENSP00000267406	Q6UW01	CBLN3_HUMAN
ENSP00000478589	Q96NG3	ODAD4_HUMAN
ENSP00000382349	P0C7M7	ACSM4_HUMAN
